product,sku,supplier,department,type,displayed_price,expected_price,pricelist_line,status,issue,correction
Aria Mirror Beige,B2011,Matrix,Décor,mirrors,On request,,,FAIL,"no 'mirror' line exists for this collection; $1,194 is the 'dresser & mirror' line",Price withdrawn — now Price on request (no supplier line proves it)
Bronco Mirror Grey,B2031,Matrix,Décor,mirrors,On request,,,FAIL,"no 'mirror' line exists for this collection; $1,351 is the 'dresser & mirror' line",Price withdrawn — now Price on request (no supplier line proves it)
Daisy Mirror Taupe,B1551,Matrix,Décor,mirrors,On request,,,FAIL,"no 'mirror' line exists for this collection; $1,509 is the 'dresser & mirror' line",Price withdrawn — now Price on request (no supplier line proves it)
Hugo Mirror Light Grey,B2411,Matrix,Décor,lighting,On request,,,FAIL,"no 'mirror' line exists for this collection; $1,383 is the 'dresser & mirror' line",Price withdrawn — now Price on request (no supplier line proves it)
Olympia Mirror Grey,B2201,Matrix,Décor,mirrors,On request,,,FAIL,"no 'mirror' line exists for this collection; $1,729 is the 'dresser & mirror' line",Price withdrawn — now Price on request (no supplier line proves it)
1104 Occasional — Lewiston Collection,1104Occasional,Mazin,Living Room,accent-tables,On request,,,FAIL,no 'None' line in this collection; $810 is 'Accent Chair Mission Arm Fabric',Price withdrawn — now Price on request (no supplier line proves it)
1138 Occasional — Damala Collection,1138Occasional,Mazin,Living Room,accent-tables,On request,,,FAIL,no 'None' line in this collection; $630 is 'pc Pack Coffee & End Tables',Price withdrawn — now Price on request (no supplier line proves it)
1526 Occasional — Bainbridge Collection,1526Occasional,Mazin,Living Room,accent-tables,On request,,,FAIL,no 'None' line in this collection; $228 is 'Side Chair',Price withdrawn — now Price on request (no supplier line proves it)
15260 Media — Bainbridge Collection,15260Media,Mazin,Living Room,tv-media,On request,,,FAIL,no 'None' line in this collection; $630 is 'Side Pier/Bookcase',Price withdrawn — now Price on request (no supplier line proves it)
3500 Occasional — Claremore Collection,3500Occasional,Mazin,Living Room,accent-tables,On request,,,FAIL,no 'None' line in this collection; $488 is 'Lift-Top Coffee & End Table pc- box',Price withdrawn — now Price on request (no supplier line proves it)
3503BK Occasional — Muriel Collection,3503BKOccasional,Mazin,Living Room,accent-tables,On request,,,FAIL,no 'None' line in this collection; $702 is 'End Table',Price withdrawn — now Price on request (no supplier line proves it)
3506 Occasional — Sienna Collection,3506Occasional,Mazin,Living Room,accent-tables,On request,,,FAIL,no 'None' line in this collection; $627 is 'End Table',Price withdrawn — now Price on request (no supplier line proves it)
3537 Occasional — Anton Collection,3537Occasional,Mazin,Living Room,accent-tables,On request,,,FAIL,no 'None' line in this collection; $567 is 'End Table Veneer w/Metal feet',Price withdrawn — now Price on request (no supplier line proves it)
3550 Occasional — Duncan Collection,3550Occasional,Mazin,Living Room,accent-tables,On request,,,FAIL,no 'None' line in this collection; $772 is 'End Table',Price withdrawn — now Price on request (no supplier line proves it)
3553 Occasional — Lakeside Collection,3553Occasional,Mazin,Living Room,accent-tables,On request,,,FAIL,no 'None' line in this collection; $630 is 'End Table',Price withdrawn — now Price on request (no supplier line proves it)
3554 Occasional — Rochester Collection,3554Occasional,Mazin,Living Room,accent-tables,On request,,,FAIL,no 'None' line in this collection; $580 is 'End Table',Price withdrawn — now Price on request (no supplier line proves it)
3590 Occasional — Frolic Collection,3590Occasional,Mazin,Living Room,accent-tables,On request,,,FAIL,"no 'None' line in this collection; $1,484 is 'Writing Desk'",Price withdrawn — now Price on request (no supplier line proves it)
3620 Occasional — Whitley Collection,3620Occasional,Mazin,Living Room,accent-tables,On request,,,FAIL,no 'None' line in this collection; $800 is 'End Table',Price withdrawn — now Price on request (no supplier line proves it)
3621 Occasional — Minot Collection,3621Occasional,Mazin,Living Room,accent-tables,On request,,,FAIL,no 'None' line in this collection; $731 is 'End Table',Price withdrawn — now Price on request (no supplier line proves it)
3624 Occasional — Auburn Collection,3624Occasional,Mazin,Living Room,accent-tables,On request,,,FAIL,"no 'None' line in this collection; $1,084 is 'End Table'",Price withdrawn — now Price on request (no supplier line proves it)
3681 Occasional — Tobias Collection,3681Occasional,Mazin,Living Room,accent-tables,On request,,,FAIL,no 'None' line in this collection; $873 is 'Round End Table',Price withdrawn — now Price on request (no supplier line proves it)
3681-RD Occasional — Tobias Collection,3681-RDOccasional,Mazin,Living Room,accent-tables,On request,,,FAIL,no 'None' line in this collection; $873 is 'Round End Table',Price withdrawn — now Price on request (no supplier line proves it)
3699 Occasional — Martine Collection,3699Occasional,Mazin,Living Room,accent-tables,On request,,,FAIL,no 'None' line in this collection; $986 is 'Piece Pack Occasional Set',Price withdrawn — now Price on request (no supplier line proves it)
3700 Occasional — Astral Collection,3700Occasional,Mazin,Living Room,accent-tables,On request,,,FAIL,"no 'None' line in this collection; $1,077 is 'Piece Pack Occasional Set'",Price withdrawn — now Price on request (no supplier line proves it)
3701 Occasional — Zamir Collection,3701Occasional,Mazin,Living Room,accent-tables,On request,,,FAIL,no 'None' line in this collection; $873 is 'Piece Pack Occasional Set',Price withdrawn — now Price on request (no supplier line proves it)
3702 Occasional — Amara Collection,3702Occasional,Mazin,Living Room,accent-tables,On request,,,FAIL,no 'None' line in this collection; $734 is 'Piece Pack Occasional Set',Price withdrawn — now Price on request (no supplier line proves it)
3705 Occasional — Melody Collection,3705Occasional,Mazin,Living Room,accent-tables,On request,,,FAIL,"no 'None' line in this collection; $1,021 is 'Piece Pack Occasional Set'",Price withdrawn — now Price on request (no supplier line proves it)
3706 Occasional — Laird Collection,3706Occasional,Mazin,Living Room,accent-tables,On request,,,FAIL,no 'None' line in this collection; $608 is 'Piece Pack Occasional Set',Price withdrawn — now Price on request (no supplier line proves it)
3709 Occasional — Gaffney Collection,3709Occasional,Mazin,Living Room,accent-tables,On request,,,FAIL,"no 'None' line in this collection; $1,121 is 'Piece Pack Occasional Set'",Price withdrawn — now Price on request (no supplier line proves it)
3716 Occasional — Riverton Collection,3716Occasional,Mazin,Living Room,accent-tables,On request,,,FAIL,"no 'None' line in this collection; $1,033 is 'End Table'",Price withdrawn — now Price on request (no supplier line proves it)
4998BLK Occasional — Salina Collection,4998BLKOccasional,Mazin,Living Room,accent-tables,On request,,,FAIL,no 'None' line in this collection; $765 is 'Piece Pack Desks with Stool Set',Price withdrawn — now Price on request (no supplier line proves it)
54150RF Media — Sedley Collection,54150RFMedia,Mazin,Living Room,tv-media,On request,,,FAIL,"no 'None' line in this collection; $1,881 is 'Side Pier'",Price withdrawn — now Price on request (no supplier line proves it)
5415RF Occasional — Sedley Collection,5415RFOccasional,Mazin,Living Room,accent-tables,On request,,,FAIL,no 'None' line in this collection; $365 is 'Side Chair Chocolate Fabric',Price withdrawn — now Price on request (no supplier line proves it)
5438 Occasional — Toulon Collection,5438Occasional,Mazin,Living Room,accent-tables,On request,,,FAIL,no 'None' line in this collection; $331 is 'Side Chair Wire Brushed Pine',Price withdrawn — now Price on request (no supplier line proves it)
5627GY Occasional — Granby Collection,5627GYOccasional,Mazin,Living Room,accent-tables,On request,,,FAIL,no 'None' line in this collection; $268 is 'Side Chair Antique',Price withdrawn — now Price on request (no supplier line proves it)
5627NW Occasional — Granby Collection,5627NWOccasional,Mazin,Living Room,accent-tables,On request,,,FAIL,no 'None' line in this collection; $268 is 'Side Chair Antique',Price withdrawn — now Price on request (no supplier line proves it)
5901 Occasional — Monroe Collection,5901Occasional,Mazin,Living Room,accent-tables,On request,,,FAIL,no 'None' line in this collection; $378 is 'Side Chair',Price withdrawn — now Price on request (no supplier line proves it)
8570 Occasional — Balthasar Collection,8570Occasional,Mazin,Living Room,accent-tables,On request,,,FAIL,"no 'None' line in this collection; $1,055 is 'End Table w/Marble Top'",Price withdrawn — now Price on request (no supplier line proves it)
1386NW Office — Cinderella Collection,1386NWOffice,Mazin,Office,desks,On request,,,FAIL,no 'None' line in this collection; $432 is 'Desk Chair',Price withdrawn — now Price on request (no supplier line proves it)
1450 Office — Garretson Collection,1450Office,Mazin,Office,desks,On request,,,FAIL,no 'None' line in this collection; $268 is 'Mirror finish',Price withdrawn — now Price on request (no supplier line proves it)
1450WH Office — Garretson Collection,1450WHOffice,Mazin,Office,desks,On request,,,FAIL,no 'None' line in this collection; $268 is 'Mirror finish',Price withdrawn — now Price on request (no supplier line proves it)
1534 Office — Corbin Collection,1534Office,Mazin,Office,desks,On request,,,FAIL,no 'None' line in this collection; $189 is 'Mirror',Price withdrawn — now Price on request (no supplier line proves it)
1534GY Office — Corbin Collection,1534GYOffice,Mazin,Office,desks,On request,,,FAIL,no 'None' line in this collection; $189 is 'Mirror',Price withdrawn — now Price on request (no supplier line proves it)
1534NA Office — Corbin Collection,1534NAOffice,Mazin,Office,desks,On request,,,FAIL,no 'None' line in this collection; $189 is 'Mirror',Price withdrawn — now Price on request (no supplier line proves it)
1534WH Office — Corbin Collection,1534WHOffice,Mazin,Office,desks,On request,,,FAIL,no 'None' line in this collection; $189 is 'Mirror',Price withdrawn — now Price on request (no supplier line proves it)
4522 Office — Blanche Collection,4522Office,Mazin,Office,desks,On request,,,FAIL,no 'None' line in this collection; $463 is 'Corner',Price withdrawn — now Price on request (no supplier line proves it)
4522WH Office — Blanche Collection,4522WHOffice,Mazin,Office,desks,On request,,,FAIL,no 'None' line in this collection; $463 is 'Corner',Price withdrawn — now Price on request (no supplier line proves it)
5415RF Office — Sedley Collection,5415RFOffice,Mazin,Office,desks,On request,,,FAIL,no 'None' line in this collection; $365 is 'Side Chair Chocolate Fabric',Price withdrawn — now Price on request (no supplier line proves it)
5438 Office — Toulon Collection,5438Office,Mazin,Office,desks,On request,,,FAIL,no 'None' line in this collection; $331 is 'Side Chair Wire Brushed Pine',Price withdrawn — now Price on request (no supplier line proves it)
5687BLK-364P Dining — Caspian Collection,5687BLK-364PDining,Mazin,Office,desks,On request,,,FAIL,no 'None' line in this collection; $220 is 'Counter Height Stool',Price withdrawn — now Price on request (no supplier line proves it)
5687BLK-424P Dining — Caspian Collection,5687BLK-424PDining,Mazin,Office,desks,On request,,,FAIL,no 'None' line in this collection; $220 is 'Counter Height Stool',Price withdrawn — now Price on request (no supplier line proves it)
5687BTT-364P Dining — Caspian Collection,5687BTT-364PDining,Mazin,Office,desks,On request,,,FAIL,no 'None' line in this collection; $220 is 'Counter Height Stool',Price withdrawn — now Price on request (no supplier line proves it)
5687BTT-424P Dining — Caspian Collection,5687BTT-424PDining,Mazin,Office,desks,On request,,,FAIL,no 'None' line in this collection; $220 is 'Counter Height Stool',Price withdrawn — now Price on request (no supplier line proves it)
5687WTT-364P Dining — Caspian Collection,5687WTT-364PDining,Mazin,Office,desks,On request,,,FAIL,no 'None' line in this collection; $220 is 'Counter Height Stool',Price withdrawn — now Price on request (no supplier line proves it)
5687WTT-424P Dining — Caspian Collection,5687WTT-424PDining,Mazin,Office,desks,On request,,,FAIL,no 'None' line in this collection; $220 is 'Counter Height Stool',Price withdrawn — now Price on request (no supplier line proves it)
5713BK Dining — Connected Collection,5713BKDining,Mazin,Office,desks,On request,,,FAIL,"no 'None' line in this collection; $1,244 is 'pc Counter-height Set w/USB & Outlets'",Price withdrawn — now Price on request (no supplier line proves it)
5713ES Dining — Connected Collection,5713ESDining,Mazin,Office,desks,On request,,,FAIL,"no 'None' line in this collection; $1,244 is 'pc Counter-height Set w/USB & Outlets'",Price withdrawn — now Price on request (no supplier line proves it)
5713GY Dining — Connected Collection,5713GYDining,Mazin,Office,desks,On request,,,FAIL,"no 'None' line in this collection; $1,244 is 'pc Counter-height Set w/USB & Outlets'",Price withdrawn — now Price on request (no supplier line proves it)
5713WT Dining — Connected Collection,5713WTDining,Mazin,Office,desks,On request,,,FAIL,"no 'None' line in this collection; $1,244 is 'pc Counter-height Set w/USB & Outlets'",Price withdrawn — now Price on request (no supplier line proves it)
